series,origin,date,h,model,actual,forecast,abs_err,ape,sq_err
revenue,2018-07-02,2018-07-08,7,linear_regression,14207.98,22403.81190394978,8195.83190394978,57.68470890267146,67171660.59780107
revenue,2018-07-02,2018-07-08,7,sarima,14207.98,22332.712164473436,8124.732164473437,57.18428773459308,66011272.744429216
revenue,2018-07-02,2018-07-08,7,ensemble,14207.98,22368.262034211606,8160.2820342116065,57.43449831863226,66590202.877876714
revenue,2018-07-03,2018-07-03,1,naive,26222.42,22872.2,3350.2199999999975,12.7761663492538,11223974.048399983
revenue,2018-07-03,2018-07-03,1,seasonal_naive,26222.42,30633.79,4411.370000000003,16.82289430189892,19460185.276900023
revenue,2018-07-03,2018-07-03,1,linear_regression,26222.42,31981.332168797962,5758.912168797964,21.96178754210315,33165069.367929272
revenue,2018-07-03,2018-07-03,1,sarima,26222.42,25594.834771092734,627.5852289072645,2.3933154487925394,393863.2195425836
revenue,2018-07-03,2018-07-03,1,ensemble,26222.42,28788.083469945348,2565.66346994535,9.784236046655305,6582629.041012012
revenue,2018-07-03,2018-07-09,7,naive,19564.85,22872.2,3307.350000000002,16.90455076323101,10938564.022500014
revenue,2018-07-03,2018-07-09,7,seasonal_naive,19564.85,22872.2,3307.350000000002,16.90455076323101,10938564.022500014
revenue,2018-07-03,2018-07-09,7,linear_regression,19564.85,34407.74791020177,14842.89791020177,75.86512500837864,220311618.37267205
revenue,2018-07-03,2018-07-09,7,sarima,19564.85,27767.462286234848,8202.61228623485,41.92525005934035,67282848.3182909
revenue,2018-07-03,2018-07-09,7,ensemble,19564.85,31087.605098218308,11522.75509821831,58.895187533859506,132773885.05351605
revenue,2018-07-04,2018-07-04,1,naive,35412.65,26222.42,9190.230000000003,25.95182794848734,84460327.45290005
revenue,2018-07-04,2018-07-04,1,seasonal_naive,35412.65,26496.48,8916.170000000002,25.177923708053484,79498087.46890004
revenue,2018-07-04,2018-07-04,1,linear_regression,35412.65,30498.115283887284,4914.534716112717,13.877907234032802,24152651.47587711
revenue,2018-07-04,2018-07-04,1,sarima,35412.65,26289.412223941305,9123.237776058697,25.762651979049004,83233467.51850444
revenue,2018-07-04,2018-07-04,1,ensemble,35412.65,28393.763753914296,7018.886246085705,19.820279606540897,49264764.13549109
revenue,2018-07-04,2018-07-10,7,naive,18724.57,26222.42,7497.8499999999985,40.042842105319366,56217754.62249998
revenue,2018-07-04,2018-07-10,7,seasonal_naive,18724.57,26222.42,7497.8499999999985,40.042842105319366,56217754.62249998
revenue,2018-07-04,2018-07-10,7,linear_regression,18724.57,31049.01528331893,12324.445283318932,65.81964383331064,151891951.54152226
revenue,2018-07-04,2018-07-10,7,sarima,18724.57,27257.6061996686,8533.0361996686,45.57133327851374,72812706.78485475
revenue,2018-07-04,2018-07-10,7,ensemble,18724.57,29153.310741493766,10428.740741493766,55.695488555912185,108758633.45329195
revenue,2018-07-05,2018-07-05,1,naive,28590.329999999998,35412.65,6822.320000000003,23.862333873026312,46544050.18240005
revenue,2018-07-05,2018-07-05,1,seasonal_naive,28590.329999999998,32151.97,3561.640000000003,12.457498741707434,12685279.489600021
revenue,2018-07-05,2018-07-05,1,linear_regression,28590.329999999998,30187.03989258316,1596.7098925831633,5.5847900062124625,2549482.481072937
revenue,2018-07-05,2018-07-05,1,sarima,28590.329999999998,29217.111608437124,626.7816084371261,2.1922853231743957,392855.1846750309
revenue,2018-07-05,2018-07-05,1,ensemble,28590.329999999998,29702.075750510143,1111.7457505101447,3.8885376646934287,1235978.6137773648
revenue,2018-07-05,2018-07-11,7,naive,18422.98,35412.65,16989.670000000002,92.21998829722446,288648886.7089001
revenue,2018-07-05,2018-07-11,7,seasonal_naive,18422.98,35412.65,16989.670000000002,92.21998829722446,288648886.7089001
revenue,2018-07-05,2018-07-11,7,linear_regression,18422.98,30542.305148053485,12119.325148053485,65.78373937361646,146878042.04424164
revenue,2018-07-05,2018-07-11,7,sarima,18422.98,29153.123911496205,10730.143911496205,58.243258753449254,115135988.36141908
revenue,2018-07-05,2018-07-11,7,ensemble,18422.98,29847.714529774843,11424.734529774843,62.01349906353285,130524559.07582961
revenue,2018-07-06,2018-07-06,1,naive,19005.54,28590.329999999998,9584.789999999997,50.43155837718895,91868199.34409995
revenue,2018-07-06,2018-07-06,1,seasonal_naive,19005.54,20431.48,1425.9399999999987,7.502759721639053,2033304.8835999963
revenue,2018-07-06,2018-07-06,1,linear_regression,19005.54,25667.850429667487,6662.3104296674865,35.0545705603076,44386380.261256166
revenue,2018-07-06,2018-07-06,1,sarima,19005.54,27262.62492883043,8257.08492883043,43.445673886826846,68179451.52191864
revenue,2018-07-06,2018-07-06,1,ensemble,19005.54,26465.23767924896,7459.697679248959,39.250122223567224,55647089.4657923
revenue,2018-07-06,2018-07-12,7,naive,19691.97,28590.329999999998,8898.359999999997,45.18775927446566,79180810.68959995
revenue,2018-07-06,2018-07-12,7,seasonal_naive,19691.97,28590.329999999998,8898.359999999997,45.18775927446566,79180810.68959995
revenue,2018-07-06,2018-07-12,7,linear_regression,19691.97,29642.99110713267,9951.02110713267,50.53339562843468,99022821.07459992
revenue,2018-07-06,2018-07-12,7,sarima,19691.97,27921.26943484925,8229.29943484925,41.79012782798902,67721369.1884102
revenue,2018-07-06,2018-07-12,7,ensemble,19691.97,28782.13027099096,9090.16027099096,46.16176172821185,82631013.75230245
revenue,2018-07-07,2018-07-07,1,naive,9076.56,19005.54,9928.980000000001,109.39144345434836,98584643.84040003
revenue,2018-07-07,2018-07-07,1,seasonal_naive,9076.56,15379.880000000001,6303.3200000000015,69.44613377755451,39731843.02240002
revenue,2018-07-07,2018-07-07,1,linear_regression,9076.56,19154.855841432545,10078.295841432546,111.0365142899132,101572047.06743655
revenue,2018-07-07,2018-07-07,1,sarima,9076.56,18431.090855108272,9354.530855108273,103.06251327714766,87507247.51917271
revenue,2018-07-07,2018-07-07,1,ensemble,9076.56,18792.97334827041,9716.413348270411,107.04951378353046,94408688.35444742
revenue,2018-07-07,2018-07-13,7,naive,27644.23,19005.54,8638.689999999999,31.24952295650846,74626964.91609998
revenue,2018-07-07,2018-07-13,7,seasonal_naive,27644.23,19005.54,8638.689999999999,31.24952295650846,74626964.91609998
revenue,2018-07-07,2018-07-13,7,linear_regression,27644.23,24479.070806479438,3165.1591935205615,11.449619662115971,10018232.720327731
revenue,2018-07-07,2018-07-13,7,sarima,27644.23,25323.80665032239,2320.4233496776105,8.393879481098264,5384364.521729062
revenue,2018-07-07,2018-07-13,7,ensemble,27644.23,24901.438728400914,2742.791271599086,9.921749571607116,7522903.959560132
revenue,2018-07-08,2018-07-08,1,naive,14207.98,9076.56,5131.42,36.11646412790559,26331471.2164
revenue,2018-07-08,2018-07-08,1,seasonal_naive,14207.98,24369.47,10161.490000000002,71.51959673366659,103255879.02010003
revenue,2018-07-08,2018-07-08,1,linear_regression,14207.98,21020.401964194483,6812.421964194484,47.94785721963632,46409093.01823943
revenue,2018-07-08,2018-07-08,1,sarima,14207.98,16404.84473180537,2196.86473180537,15.462189078288187,4826214.64985028
revenue,2018-07-08,2018-07-08,1,ensemble,14207.98,18712.62334799993,4504.643347999929,31.705023148962265,20291811.692680005
revenue,2018-07-08,2018-07-14,7,naive,22044.71,9076.56,12968.15,58.82658469991213,168172914.42249998
revenue,2018-07-08,2018-07-14,7,seasonal_naive,22044.71,9076.56,12968.15,58.82658469991213,168172914.42249998
revenue,2018-07-08,2018-07-14,7,linear_regression,22044.71,17775.184360898125,4269.525639101874,19.367574529680248,18228849.182948265
revenue,2018-07-08,2018-07-14,7,sarima,22044.71,17370.84530841923,4673.864691580769,21.201751765302284,21845011.155205403
revenue,2018-07-08,2018-07-14,7,ensemble,22044.71,17573.01483465868,4471.69516534132,20.284663147491255,19996057.651736934
revenue,2018-07-09,2018-07-09,1,naive,19564.85,14207.98,5356.869999999999,27.38007191468373,28696056.196899988
revenue,2018-07-09,2018-07-09,1,seasonal_naive,19564.85,22872.2,3307.350000000002,16.90455076323101,10938564.022500014
revenue,2018-07-09,2018-07-09,1,linear_regression,19564.85,33465.626511508744,13900.776511508746,71.04974743741325,193231587.62291327
revenue,2018-07-09,2018-07-09,1,sarima,19564.85,24472.8815168514,4908.031516851403,25.085965478147816,24088773.37040668
revenue,2018-07-09,2018-07-09,1,ensemble,19564.85,28969.25401418007,9404.404014180072,48.06785645778052,88442814.86192626
revenue,2018-07-09,2018-07-15,7,naive,29997.49,14207.98,15789.510000000002,52.63610388735858,249308626.04010007
revenue,2018-07-09,2018-07-15,7,seasonal_naive,29997.49,14207.98,15789.510000000002,52.63610388735858,249308626.04010007
revenue,2018-07-09,2018-07-15,7,linear_regression,29997.49,19973.952592213485,10023.537407786516,33.414587046404606,100471302.16529563
revenue,2018-07-09,2018-07-15,7,sarima,29997.49,17562.434651670945,12435.055348329057,41.45365278337973,154630601.5160071
revenue,2018-07-09,2018-07-15,7,ensemble,29997.49,18768.193621942213,11229.296378057788,37.43411991489217,126097097.14626177
revenue,2018-07-10,2018-07-10,1,naive,18724.57,19564.85,840.2799999999988,4.487579688078278,706070.478399998
revenue,2018-07-10,2018-07-10,1,seasonal_naive,18724.57,26222.42,7497.8499999999985,40.042842105319366,56217754.62249998
revenue,2018-07-10,2018-07-10,1,linear_regression,18724.57,29811.300337595916,11086.730337595916,59.209532382297255,122915589.57856967
revenue,2018-07-10,2018-07-10,1,sarima,18724.57,21963.576979987072,3239.0069799870726,17.298164817601005,10491166.216404976
revenue,2018-07-10,2018-07-10,1,ensemble,18724.57,25887.438658791492,7162.868658791493,38.25384859994912,51306687.42309744
revenue,2018-07-10,2018-07-16,7,naive,31042.79,19564.85,11477.940000000002,36.97457606097906,131743106.64360005
revenue,2018-07-10,2018-07-16,7,seasonal_naive,31042.79,19564.85,11477.940000000002,36.97457606097906,131743106.64360005
revenue,2018-07-10,2018-07-16,7,linear_regression,31042.79,31890.717872691108,847.927872691107,2.73148087749557,718981.6772864662
revenue,2018-07-10,2018-07-16,7,sarima,31042.79,23650.969763808895,7391.820236191106,23.811713561155763,54639006.404164344
revenue,2018-07-10,2018-07-16,7,ensemble,31042.79,27770.843818250003,3271.946181749998,10.540116341830092,10705631.81626839
revenue,2018-07-11,2018-07-11,1,naive,18422.98,18724.57,301.59000000000015,1.637031576867587,90956.52810000008
revenue,2018-07-11,2018-07-11,1,seasonal_naive,18422.98,35412.65,16989.670000000002,92.21998829722446,288648886.7089001
revenue,2018-07-11,2018-07-11,1,linear_regression,18422.98,28693.653698209513,10270.673698209514,55.749252825598866,105486738.21509269
revenue,2018-07-11,2018-07-11,1,sarima,18422.98,20683.927877839888,2260.947877839888,12.27243300399766,5111885.306308693
revenue,2018-07-11,2018-07-11,1,ensemble,18422.98,24688.7907880247,6265.810788024701,34.01084291479827,39260384.83132672
revenue,2018-07-11,2018-07-17,7,naive,29733.48,18724.57,11008.91,37.025299426774126,121196099.3881
revenue,2018-07-11,2018-07-17,7,seasonal_naive,29733.48,18724.57,11008.91,37.025299426774126,121196099.3881
revenue,2018-07-11,2018-07-17,7,linear_regression,29733.48,28053.25818471136,1680.221815288638,5.650942356187833,2823145.3485718463
revenue,2018-07-11,2018-07-17,7,sarima,29733.48,22047.119747361736,7686.360252638264,25.85085988131313,59080133.93333735
revenue,2018-07-11,2018-07-17,7,ensemble,29733.48,25050.18896603655,4683.291033963451,15.750901118750482,21933214.90880245
revenue,2018-07-12,2018-07-12,1,naive,19691.97,18422.98,1268.9900000000016,6.444200351716977,1610335.6201000041
revenue,2018-07-12,2018-07-12,1,seasonal_naive,19691.97,28590.329999999998,8898.359999999997,45.18775927446566,79180810.68959995
revenue,2018-07-12,2018-07-12,1,linear_regression,19691.97,27955.72818414324,8263.75818414324,41.965116665032696,68289699.32599439
revenue,2018-07-12,2018-07-12,1,sarima,19691.97,19142.243939799646,549.7260602003553,2.7916255214707073,302198.74126340466
revenue,2018-07-12,2018-07-12,1,ensemble,19691.97,23548.986061971445,3857.0160619714443,19.586745571781005,14876572.902305707
revenue,2018-07-12,2018-07-18,7,naive,41193.49,18422.98,22770.51,55.27696245207677,518496125.6600999
revenue,2018-07-12,2018-07-18,7,seasonal_naive,41193.49,18422.98,22770.51,55.27696245207677,518496125.6600999
revenue,2018-07-12,2018-07-18,7,linear_regression,41193.49,27165.867200909393,14027.622799090605,34.053008859144015,196774201.39356652
revenue,2018-07-12,2018-07-18,7,sarima,41193.49,20772.474384487345,20421.015615512653,49.57340496159139,417017878.7690116
revenue,2018-07-12,2018-07-18,7,ensemble,41193.49,23969.17079269837,17224.31920730163,41.813206910367704,296677172.1550198
revenue,2018-07-13,2018-07-13,1,naive,27644.23,19691.97,7952.259999999998,28.766436974370418,63238439.10759997
revenue,2018-07-13,2018-07-13,1,seasonal_naive,27644.23,19005.54,8638.689999999999,31.24952295650846,74626964.91609998
revenue,2018-07-13,2018-07-13,1,linear_regression,27644.23,22294.40447570329,5349.82552429671,19.35241286987089,28620633.140416566
revenue,2018-07-13,2018-07-13,1,sarima,27644.23,19430.605773127503,8213.624226872496,29.71189368223494,67463622.94026682
revenue,2018-07-13,2018-07-13,1,ensemble,27644.23,20862.505124415395,6781.724875584605,24.53215327605292,45991792.28812303
revenue,2018-07-13,2018-07-19,7,naive,38705.58,19691.97,19013.61,49.1236922428239,361517365.2321
revenue,2018-07-13,2018-07-19,7,seasonal_naive,38705.58,19691.97,19013.61,49.1236922428239,361517365.2321
revenue,2018-07-13,2018-07-19,7,linear_regression,38705.58,26204.53985507242,12501.040144927581,32.29777242694097,156276004.705091
revenue,2018-07-13,2018-07-19,7,sarima,38705.58,19899.481650756243,18806.09834924376,48.58756372916711,353669335.12142885
revenue,2018-07-13,2018-07-19,7,ensemble,38705.58,23052.01075291433,15653.56924708567,40.44266807805404,245034230.17330623
revenue,2018-07-14,2018-07-14,1,naive,22044.71,27644.23,5599.52,25.400742400330966,31354624.230400003
revenue,2018-07-14,2018-07-14,1,seasonal_naive,22044.71,9076.56,12968.15,58.82658469991213,168172914.42249998
revenue,2018-07-14,2018-07-14,1,linear_regression,22044.71,16044.134557545072,6000.575442454927,27.2200244070116,36006905.64059314
revenue,2018-07-14,2018-07-14,1,sarima,22044.71,17622.465861365083,4422.244138634916,20.060341635861466,19556243.221690875
revenue,2018-07-14,2018-07-14,1,ensemble,22044.71,16833.300209455076,5211.409790544923,23.640183021436542,27158792.004987482
revenue,2018-07-14,2018-07-20,7,naive,31898.19,27644.23,4253.959999999999,13.336054490866093,18096175.681599993
revenue,2018-07-14,2018-07-20,7,seasonal_naive,31898.19,27644.23,4253.959999999999,13.336054490866093,18096175.681599993
revenue,2018-07-14,2018-07-20,7,linear_regression,31898.19,22201.867131003448,9696.32286899655,30.397721215518974,94018677.1798255
revenue,2018-07-14,2018-07-20,7,sarima,31898.19,21982.521663322077,9915.668336677922,31.085363579180893,98320478.5629971
revenue,2018-07-14,2018-07-20,7,ensemble,31898.19,22092.194397162762,9805.995602837236,30.741542397349935,96157549.76286322
revenue,2018-07-15,2018-07-15,1,naive,29997.49,22044.71,7952.7800000000025,26.51148479422779,63246709.72840004
revenue,2018-07-15,2018-07-15,1,seasonal_naive,29997.49,14207.98,15789.510000000002,52.63610388735858,249308626.04010007
revenue,2018-07-15,2018-07-15,1,linear_regression,29997.49,18384.15682864462,11613.333171355382,38.71434967177381,134869507.34890324
revenue,2018-07-15,2018-07-15,1,sarima,29997.49,19033.353409691535,10964.136590308466,36.5501799994215,120212291.17094095
revenue,2018-07-15,2018-07-15,1,ensemble,29997.49,18708.755119168076,11288.734880831926,37.63226483559767,127435535.20971139
revenue,2018-07-15,2018-07-21,7,naive,20901.68,22044.71,1143.0299999999988,5.468603480677146,1306517.5808999974
revenue,2018-07-15,2018-07-21,7,seasonal_naive,20901.68,22044.71,1143.0299999999988,5.468603480677146,1306517.5808999974
revenue,2018-07-15,2018-07-21,7,linear_regression,20901.68,15837.228351804635,5064.451648195365,24.229878403053558,25648670.49690875
revenue,2018-07-15,2018-07-21,7,sarima,20901.68,17832.68232558045,3068.997674419552,14.683019137311218,9418746.725592619
revenue,2018-07-15,2018-07-21,7,ensemble,20901.68,16834.95533869254,4066.7246613074603,19.456448770182398,16538249.470886279
revenue,2018-07-16,2018-07-16,1,naive,31042.79,29997.49,1045.2999999999993,3.3672875408428147,1092652.0899999985
revenue,2018-07-16,2018-07-16,1,seasonal_naive,31042.79,19564.85,11477.940000000002,36.97457606097906,131743106.64360005
revenue,2018-07-16,2018-07-16,1,linear_regression,31042.79,31465.825820971688,423.0358209716869,1.3627506450666544,178959.30582518913
revenue,2018-07-16,2018-07-16,1,sarima,31042.79,30650.470766391973,392.3192336080283,1.2638014611703017,153914.3810587907
revenue,2018-07-16,2018-07-16,1,ensemble,31042.79,31058.14829368183,15.35829368182749,0.04947459194817054,235.87718481726222
revenue,2018-07-16,2018-07-22,7,naive,25958.420000000002,29997.49,4039.0699999999997,15.559768275573012,16314086.464899998
revenue,2018-07-16,2018-07-22,7,seasonal_naive,25958.420000000002,29997.49,4039.0699999999997,15.559768275573012,16314086.464899998
revenue,2018-07-16,2018-07-22,7,linear_regression,25958.420000000002,18477.517255470113,7480.902744529889,28.818790760492696,55963905.873114824
revenue,2018-07-16,2018-07-22,7,sarima,25958.420000000002,21782.965018152652,4175.45498184735,16.08516613047847,17434424.30543385
revenue,2018-07-16,2018-07-22,7,ensemble,25958.420000000002,20130.241136811383,5828.178863188619,22.451978445485587,33967668.86131859
revenue,2018-07-17,2018-07-17,1,naive,29733.48,31042.79,1309.3100000000013,4.403487247372327,1714292.6761000035
revenue,2018-07-17,2018-07-17,1,seasonal_naive,29733.48,18724.57,11008.91,37.025299426774126,121196099.3881
revenue,2018-07-17,2018-07-17,1,linear_regression,29733.48,27773.11595907929,1960.364040920711,6.593120081876427,3843027.172934979
revenue,2018-07-17,2018-07-17,1,sarima,29733.48,28312.480686376195,1420.9993136238045,4.779122099477775,2019239.0493193234
revenue,2018-07-17,2018-07-17,1,ensemble,29733.48,28042.798322727744,1690.681677272256,5.686121090677094,2858404.5338641284
revenue,2018-07-17,2018-07-23,7,naive,39841.42,31042.79,8798.629999999997,22.084127523567176,77415889.87689996
revenue,2018-07-17,2018-07-23,7,seasonal_naive,39841.42,31042.79,8798.629999999997,22.084127523567176,77415889.87689996
revenue,2018-07-17,2018-07-23,7,linear_regression,39841.42,30820.183185564074,9021.236814435924,22.642859653184864,81382713.66213402
revenue,2018-07-17,2018-07-23,7,sarima,39841.42,29281.927817403193,10559.492182596805,26.503804790584287,111502875.15432304
revenue,2018-07-17,2018-07-23,7,ensemble,39841.42,30051.055501483635,9790.364498516363,24.57333222188457,95851237.01380955
revenue,2018-07-18,2018-07-18,1,naive,41193.49,29733.48,11460.009999999998,27.819954075267713,131331829.20009996
revenue,2018-07-18,2018-07-18,1,seasonal_naive,41193.49,18422.98,22770.51,55.27696245207677,518496125.6600999
revenue,2018-07-18,2018-07-18,1,linear_regression,41193.49,28055.831237851464,13137.658762148534,31.892560601562373,172598077.75065815
revenue,2018-07-18,2018-07-18,1,sarima,41193.49,28252.01081910401,12941.479180895989,31.416321318965664,167481883.3895643
revenue,2018-07-18,2018-07-18,1,ensemble,41193.49,28153.921028477736,13039.568971522262,31.65444096026402,170030358.96308613
revenue,2018-07-18,2018-07-24,7,naive,41525.76,29733.48,11792.280000000002,28.397505548363238,139057867.59840006
revenue,2018-07-18,2018-07-24,7,seasonal_naive,41525.76,29733.48,11792.280000000002,28.397505548363238,139057867.59840006
revenue,2018-07-18,2018-07-24,7,linear_regression,41525.76,27361.31967263407,14164.440327365934,34.11000864852548,200631369.78751037
revenue,2018-07-18,2018-07-24,7,sarima,41525.76,28988.75112772677,12537.008872273233,30.190919738189578,157176591.46345776
revenue,2018-07-18,2018-07-24,7,ensemble,41525.76,28175.03540018042,13350.724599819583,32.15046419335753,178241847.34022775
revenue,2018-07-19,2018-07-19,1,naive,38705.58,41193.49,2487.909999999996,6.427781213974822,6189696.168099981
revenue,2018-07-19,2018-07-19,1,seasonal_naive,38705.58,19691.97,19013.61,49.1236922428239,361517365.2321
revenue,2018-07-19,2018-07-19,1,linear_regression,38705.58,26771.640219948888,11933.939780051114,30.83260806336222,142418918.67388645
revenue,2018-07-19,2018-07-19,1,sarima,38705.58,32791.56637195936,5914.013628040644,15.27948587268462,34975557.19265046
revenue,2018-07-19,2018-07-19,1,ensemble,38705.58,29781.603295954123,8923.97670404588,23.056046968023416,79637360.21435355
revenue,2018-07-19,2018-07-25,7,naive,40367.55,41193.49,825.939999999995,2.0460493639073833,682176.8835999918
revenue,2018-07-19,2018-07-25,7,seasonal_naive,40367.55,41193.49,825.939999999995,2.0460493639073833,682176.8835999918
revenue,2018-07-19,2018-07-25,7,linear_regression,40367.55,28426.029938050648,11941.520061949355,29.581978747655867,142599901.38993892
revenue,2018-07-19,2018-07-25,7,sarima,40367.55,32194.480641162227,8173.069358837776,20.24663215587217,66799062.74437294
revenue,2018-07-19,2018-07-25,7,ensemble,40367.55,30310.255289606437,10057.294710393566,24.914305451764015,101149176.8917104
revenue,2018-07-20,2018-07-20,1,naive,31898.19,38705.58,6807.390000000003,21.34099144810412,46340558.61210004
revenue,2018-07-20,2018-07-20,1,seasonal_naive,31898.19,27644.23,4253.959999999999,13.336054490866093,18096175.681599993
revenue,2018-07-20,2018-07-20,1,linear_regression,31898.19,23203.645918158538,8694.54408184146,27.257170647743525,75595096.79108438
revenue,2018-07-20,2018-07-20,1,sarima,31898.19,33134.66386219262,1236.473862192619,3.8763135531910087,1528867.6118855318
revenue,2018-07-20,2018-07-20,1,ensemble,31898.19,28169.154890175578,3729.035109824421,11.690428547276259,13905702.85030323
revenue,2018-07-20,2018-07-26,7,naive,34864.02,38705.58,3841.560000000005,11.018694918141984,14757583.233600037
revenue,2018-07-20,2018-07-26,7,seasonal_naive,34864.02,38705.58,3841.560000000005,11.018694918141984,14757583.233600037
revenue,2018-07-20,2018-07-26,7,linear_regression,34864.02,27174.985168513747,7689.0348314862495,22.054355267941705,59121256.639808774
revenue,2018-07-20,2018-07-26,7,sarima,34864.02,32863.78835816693,2000.2316418330665,5.737237535525354,4000926.620990205
revenue,2018-07-20,2018-07-26,7,ensemble,34864.02,30019.38676334034,4844.633236659658,13.89579640173353,23470471.197747435
revenue,2018-07-21,2018-07-21,1,naive,20901.68,31898.19,10996.509999999998,52.61065139261532,120923232.18009996
revenue,2018-07-21,2018-07-21,1,seasonal_naive,20901.68,22044.71,1143.0299999999988,5.468603480677146,1306517.5808999974
revenue,2018-07-21,2018-07-21,1,linear_regression,20901.68,17137.361846547636,3764.3181534523646,18.00964397815087,14170091.16041102
revenue,2018-07-21,2018-07-21,1,sarima,20901.68,26227.083255479014,5325.403255479014,25.478350331069144,28359919.833466478
revenue,2018-07-21,2018-07-21,1,ensemble,20901.68,21682.222551013325,780.5425510133246,3.734353176459139,609246.6739423884
revenue,2018-07-21,2018-07-27,7,naive,28371.75,31898.19,3526.4399999999987,12.429406011261198,12435779.07359999
revenue,2018-07-21,2018-07-27,7,seasonal_naive,28371.75,31898.19,3526.4399999999987,12.429406011261198,12435779.07359999
revenue,2018-07-21,2018-07-27,7,linear_regression,28371.75,23181.85544586563,5189.894554134371,18.29247245634961,26935005.4830336
revenue,2018-07-21,2018-07-27,7,sarima,28371.75,32198.00147611645,3826.2514761164493,13.486131366998684,14640200.358483307
revenue,2018-07-21,2018-07-27,7,ensemble,28371.75,27689.92846099104,681.8215390089608,2.4031705446754636,464880.6110565479
revenue,2018-07-22,2018-07-22,1,naive,25958.420000000002,20901.68,5056.740000000002,19.4801532604835,25570619.427600015
revenue,2018-07-22,2018-07-22,1,seasonal_naive,25958.420000000002,29997.49,4039.0699999999997,15.559768275573012,16314086.464899998
revenue,2018-07-22,2018-07-22,1,linear_regression,25958.420000000002,19175.640787723918,6782.779212276084,26.129399294240876,46006093.84248457
revenue,2018-07-22,2018-07-22,1,sarima,25958.420000000002,24909.855772910218,1048.5642270897843,4.039399266556995,1099486.9383323966
revenue,2018-07-22,2018-07-22,1,ensemble,25958.420000000002,22042.748280317068,3915.671719682934,15.084399280398936,15332485.016324706
revenue,2018-07-22,2018-07-28,7,naive,25210.12,20901.68,4308.439999999999,17.090120951427437,18562655.233599987
revenue,2018-07-22,2018-07-28,7,seasonal_naive,25210.12,20901.68,4308.439999999999,17.090120951427437,18562655.233599987
revenue,2018-07-22,2018-07-28,7,linear_regression,25210.12,16788.072596192258,8422.047403807741,33.40740704053666,70930882.47198471
revenue,2018-07-22,2018-07-28,7,sarima,25210.12,25218.58931493188,8.469314931880945,0.03359490130106856,71.72929541538153
revenue,2018-07-22,2018-07-28,7,ensemble,25210.12,21003.33095556207,4206.78904443793,16.686906069617798,17697074.064402994
revenue,2018-07-23,2018-07-23,1,naive,39841.42,25958.420000000002,13882.999999999996,34.84564556182986,192737688.9999999
revenue,2018-07-23,2018-07-23,1,seasonal_naive,39841.42,31042.79,8798.629999999997,22.084127523567176,77415889.87689996
revenue,2018-07-23,2018-07-23,1,linear_regression,39841.42,31524.5295191814,8316.890480818598,20.87498508039773,69170667.269931
revenue,2018-07-23,2018-07-23,1,sarima,39841.42,33655.53800756574,6185.881992434261,15.526258834233973,38265136.02432246
revenue,2018-07-23,2018-07-23,1,ensemble,39841.42,32590.03376337357,7251.386236626429,18.200621957315853,52582602.35273521
revenue,2018-07-23,2018-07-29,7,naive,29652.51,25958.420000000002,3694.0899999999965,12.457933577966912,13646300.928099975
revenue,2018-07-23,2018-07-29,7,seasonal_naive,29652.51,25958.420000000002,3694.0899999999965,12.457933577966912,13646300.928099975
revenue,2018-07-23,2018-07-29,7,linear_regression,29652.51,19093.32256436468,10559.187435635318,35.60975929402037,111496439.30087876
revenue,2018-07-23,2018-07-29,7,sarima,29652.51,26465.938210835895,3186.5717891641034,10.746381298460411,10154239.767496515
revenue,2018-07-23,2018-07-29,7,ensemble,29652.51,22779.630387600286,6872.879612399713,23.178070296240396,47236474.166539624
revenue,2018-07-24,2018-07-24,1,naive,41525.76,39841.42,1684.3400000000038,4.056132867887316,2837001.235600013
revenue,2018-07-24,2018-07-24,1,seasonal_naive,41525.76,29733.48,11792.280000000002,28.397505548363238,139057867.59840006
revenue,2018-07-24,2018-07-24,1,linear_regression,41525.76,28397.552163682863,13128.207836317139,31.614611836886642,172349840.99353874
revenue,2018-07-24,2018-07-24,1,sarima,41525.76,35569.74080039058,5956.019199609422,14.342950495329696,35474164.70611606
revenue,2018-07-24,2018-07-24,1,ensemble,41525.76,31983.646482036722,9542.11351796328,22.978781166108167,91051930.38969757
revenue,2018-07-24,2018-07-30,7,naive,37866.76,39841.42,1974.6599999999962,5.214758273483119,3899282.1155999852
revenue,2018-07-24,2018-07-30,7,seasonal_naive,37866.76,39841.42,1974.6599999999962,5.214758273483119,3899282.1155999852
revenue,2018-07-24,2018-07-30,7,linear_regression,37866.76,31569.842055129302,6296.9179448707,16.629143726240905,39651175.60443464
revenue,2018-07-24,2018-07-30,7,sarima,37866.76,35690.48364972045,2176.2763502795497,5.747194505892634,4736178.752786078
revenue,2018-07-24,2018-07-30,7,ensemble,37866.76,33630.16285242488,4236.597147575121,11.188169116066758,17948755.39084165
revenue,2018-07-25,2018-07-25,1,naive,40367.55,41525.76,1158.2099999999991,2.869160996889826,1341450.404099998
revenue,2018-07-25,2018-07-25,1,seasonal_naive,40367.55,41193.49,825.939999999995,2.0460493639073833,682176.8835999918
revenue,2018-07-25,2018-07-25,1,linear_regression,40367.55,29188.849534526653,11178.70046547335,27.692293600858488,124963344.09677409
revenue,2018-07-25,2018-07-25,1,sarima,40367.55,36754.13664017871,3613.413359821294,8.951282304279783,13056756.108935012
