static,max_z,multi_0.05,multi_margin_0.05,uni_0.05,uni_margin_0.05,multi_0.1,multi_margin_0.1,uni_0.1,uni_margin_0.1,multi_0.15,multi_margin_0.15,uni_0.15,uni_margin_0.15,seed,feature,date,split,label,kind
False,1.0921187235385197,False,-0.09194670850357545,False,-0.08413406784415989,False,-0.07374661879729161,False,-0.014533763002866906,False,-0.05475972083549485,False,-0.0022002410259014393,0,raw,2017-06-20,val,False,
True,3.252943972685516,False,-0.031383783870450044,True,0.10797622301954957,False,-0.006534596963323702,True,0.15558142747123127,True,0.013155407004680986,True,0.1623300478383518,0,raw,2017-06-21,val,False,
False,1.5796840257638076,False,-0.11284327430586044,False,-0.04914564130482746,False,-0.08112431589356145,False,-0.008313821027904567,False,-0.07044365493429389,True,0.03287334212706794,0,raw,2017-06-22,val,False,
False,0.5762719533850844,False,-0.17788202249817725,False,-0.11127241972323859,False,-0.13449694022239994,False,-0.07473729338220664,False,-0.12855673356060243,False,-0.04360407749779377,0,raw,2017-06-23,val,False,
False,1.6325307998362035,False,-0.12204455980124063,False,-0.03975949273056523,False,-0.07378925476710663,False,-0.0014554581166231761,False,-0.06512914551314897,True,0.030177720902415994,0,raw,2017-06-24,val,False,
False,0.7053545403207949,False,-0.1334294288030397,False,-0.0617073304823017,False,-0.08423684350154276,False,-0.048021665168261785,False,-0.07677640992255136,False,-0.015738147831583893,0,raw,2017-06-25,val,False,
False,1.4894069380067425,False,-0.06218383100220515,False,-0.07222758264048657,False,-0.04016637454646366,False,-0.032784293175732726,False,-0.02496219335271055,False,-0.024990021782300142,0,raw,2017-06-26,val,False,
False,1.1424758574139857,False,-0.08208296349202837,False,-0.05755307855091951,False,-0.06364127849059276,False,-0.023644033962462063,False,-0.0519583267361754,False,-0.009141689223460037,0,raw,2017-06-27,val,False,
False,0.359931313274876,False,-0.15806694982663672,False,-0.10669351063176485,False,-0.14150755499962497,False,-0.04642642513582812,False,-0.1278612780785814,False,-0.040822169318266044,0,raw,2017-06-28,val,False,
False,0.9850640863320896,False,-0.13871231275308443,False,-0.10424341140570459,False,-0.11502456541804401,False,-0.049328150047699415,False,-0.10568774425983457,False,-0.024820287887285852,0,raw,2017-06-29,val,False,
False,0.7786703354349442,False,-0.12315728126504188,False,-0.08487523819825527,False,-0.10080634274464528,False,-0.04182664847656603,False,-0.08523603017070869,False,-0.033390117609959025,0,raw,2017-06-30,val,False,
False,2.0259105030844724,False,-0.053030203295651,False,0.0,False,-0.03713325286542779,True,0.05009894778409951,False,-0.023483835768320915,True,0.08097228937029688,0,raw,2017-07-01,val,False,
False,1.9376875128166944,True,0.014383476150114816,True,0.0858657036772883,True,0.027567066020363296,True,0.11960849049344202,True,0.03542718802922373,True,0.1431901221063504,0,raw,2017-07-02,val,False,
False,1.6670519623108857,False,-0.09735522699179117,False,-0.09354665805155782,False,-0.07356255435300113,False,-0.02089493761842931,False,-0.06946559504102595,True,0.01869293977922415,0,raw,2017-07-03,val,False,
False,1.2007663871851932,False,-0.10629159748055733,False,-0.12069942007160239,False,-0.09178867427762988,False,-0.03623560255692693,False,-0.08334365984672859,True,0.007547152917800948,0,raw,2017-07-04,val,False,
False,1.1372402992515596,False,-0.10440150804076659,False,-0.08661126271976882,False,-0.08606752155550462,False,-0.048225786630894385,False,-0.07802566499465297,False,-0.02711852449169161,0,raw,2017-07-05,val,False,
False,4.300748923787436,True,0.0029890671812675684,True,0.14183311176060276,True,0.022158594293282707,True,0.1764838938189337,True,0.025313601783143347,True,0.20037158990374326,0,raw,2017-07-06,val,True,revenue_spike
False,1.1736548894989796,False,-0.11936001115801737,False,-0.09276854805825852,False,-0.09701256817238019,False,-0.0589518829268143,False,-0.09327546151118665,False,-0.028360333895940948,0,raw,2017-07-07,val,False,
False,1.1534689667013935,False,-0.11897194359067198,False,-0.057048668089279,False,-0.09984886857858233,False,-0.018624876063315976,False,-0.0945376985498505,True,0.002381833236792752,0,raw,2017-07-08,val,False,
False,1.537590158198342,False,-0.03875660106688783,False,-0.022483370248426615,False,-0.02693223908446274,True,0.00915453202023886,False,-0.0158552367594067,True,0.02044761071574286,0,raw,2017-07-09,val,False,
False,1.2998627385117754,False,-0.1033236683477099,False,-0.0036201555093449134,False,-0.08741259841008653,True,0.03488117311805439,False,-0.07454894691037206,True,0.08491908070508247,0,raw,2017-07-10,val,False,
False,1.8355849107514774,False,-0.028263788280212476,True,0.05682077974543476,False,-0.012760244528118525,True,0.09669008288954917,False,-0.0027999710779211817,True,0.11632943550017194,0,raw,2017-07-11,val,False,
False,1.2458342401772895,False,-0.11181727818129494,False,-0.07436896923510211,False,-0.09885657568572159,False,-0.05232157894879769,False,-0.09317926251636832,False,-0.043425139270069135,0,raw,2017-07-12,val,False,
False,0.9361278064632458,False,-0.11779551856441678,False,-0.06437712888430519,False,-0.10960721351031083,False,-0.05730252932405283,False,-0.09975217800064234,False,-0.02114879621134219,0,raw,2017-07-13,val,False,
False,1.9180605861710986,False,-0.0376285725249077,False,-0.04667927433166519,False,-0.024072975249713413,True,0.0023128204269357022,False,-0.020620983644821234,True,0.043529926911473504,0,raw,2017-07-14,val,False,
False,0.9851530825844264,False,-0.13719687336954817,False,-0.09635151242942491,False,-0.12005653991069304,False,-0.0596899328822213,False,-0.10734258219074161,False,-0.02834458911717258,0,raw,2017-07-15,val,False,
False,2.8962298378484643,False,-0.04602542499031126,True,0.10040604009941756,False,-0.027746602733612402,True,0.12308915927420183,False,-0.016615482069377907,True,0.13721208915455874,0,raw,2017-07-16,val,False,
False,2.6704969065430157,True,0.047180146353338004,True,0.12545516003983015,True,0.061294615532895946,True,0.1797685742847258,True,0.07266435505986735,True,0.1876607619120012,0,raw,2017-07-17,val,False,
False,2.7756164851110063,True,0.03420876244995086,True,0.1297073019530317,True,0.045710586797787056,True,0.16340078744699515,True,0.06020981097202294,True,0.1770800789335456,0,raw,2017-07-18,val,False,
False,1.2280393375330183,False,-0.11351230039860266,False,-0.09095214743521701,False,-0.0846235227732674,False,-0.046274739736098414,False,-0.06760919570052265,False,-0.02048010514134052,0,raw,2017-07-19,val,False,
False,0.8427570961753083,False,-0.16573227293205023,False,-0.13992672221635843,False,-0.1299427970347597,False,-0.09335037063818546,False,-0.1144426145418847,False,-0.04738774029221038,0,raw,2017-07-20,val,False,
False,0.9791084237821133,False,-0.1260451461358159,False,-0.11134502423653503,False,-0.08242657454603791,False,-0.07086242180578012,False,-0.07745867008241386,False,-0.02298295632122821,0,raw,2017-07-21,val,False,
False,1.5239396368193274,False,-0.12997260821143608,False,-0.028224138652986563,False,-0.09191269496732024,True,0.0008402320334379709,False,-0.07532270358550086,True,0.06297718437681055,0,raw,2017-07-22,val,False,
False,1.521418728919343,False,-0.06850935150657056,False,-0.059250909462383095,False,-0.028814059805806203,False,-0.007757230168177975,False,-0.015295925287208134,True,0.008364392139218801,0,raw,2017-07-23,val,False,
False,6.137746320028657,True,0.0013989139826151575,True,0.04894600721456055,True,0.033026843779977,True,0.10676146677305898,True,0.053402589690989544,True,0.13852970252478836,0,raw,2017-07-24,val,True,delivery_delay
False,1.2181595646544718,False,-0.09003273807827106,False,-0.10166098371444143,False,-0.0401702831021703,False,-0.03792223450843235,False,-0.024653677857004896,False,-0.008775398852216343,0,raw,2017-07-25,val,False,
False,0.8938472763743756,False,-0.1616558817471439,False,-0.13404580101257207,False,-0.10485650225044402,False,-0.07394340326235288,False,-0.09567793571940925,False,-0.05066712604861784,0,raw,2017-07-26,val,False,
False,0.5947594514361357,False,-0.16809400560929366,False,-0.15862994222774257,False,-0.10878286189926256,False,-0.08474642773415086,False,-0.10145032887312899,False,-0.06414412424770766,0,raw,2017-07-27,val,False,
False,0.8576803812811573,False,-0.16519467528959958,False,-0.09446958066282152,False,-0.10572286513605939,False,-0.030255381626906108,False,-0.08794523748190658,False,-0.014206612325768031,0,raw,2017-07-28,val,False,
False,1.3889888985820695,False,-0.12598899640159833,False,-0.07408404784682854,False,-0.0667519920162587,False,-0.009847699158615053,False,-0.05066882404796458,True,0.0016756012496607076,0,raw,2017-07-29,val,False,
False,2.914026042710376,False,-0.03747258970539369,True,0.04952768435936472,True,0.01908678888672799,True,0.07379946135631066,True,0.03323851784059639,True,0.10620335525323998,0,raw,2017-07-30,val,True,satisfaction_drop
False,8.746423204793821,True,0.04710400097602441,True,0.2538213287956468,True,0.10041746813044139,True,0.31333293739884494,True,0.12096553470415239,True,0.34291501513599587,0,raw,2017-07-31,val,True,delivery_delay
False,1.7118633998338364,False,-0.10499474562996802,True,0.02983915709878804,False,-0.045612619922669184,True,0.06890613023043668,False,-0.011295552264597386,True,0.09981142687186906,0,raw,2017-08-01,val,False,
False,1.1962979304265313,False,-0.15236656828264233,False,-0.10293654036041361,False,-0.08895811953107874,False,-0.04120100301787527,False,-0.06022752395636172,False,-0.030858843206721775,0,raw,2017-08-02,val,False,
False,0.9922040173498777,False,-0.12703210508376012,False,-0.10955579410295124,False,-0.06503468675171925,False,-0.018239231334695294,False,-0.03821333706106472,False,-0.009085980669288785,0,raw,2017-08-03,val,False,
False,0.7449380000205907,False,-0.19271900282835558,False,-0.1417304908526365,False,-0.13467160570516618,False,-0.08988245377533838,False,-0.10775618386126501,False,-0.07086219515912745,0,raw,2017-08-04,val,False,
False,0.7658403638551022,False,-0.18640174084561706,False,-0.15470054147406403,False,-0.1336397003081285,False,-0.06873496194167322,False,-0.08979306287167493,False,-0.05223188160099085,0,raw,2017-08-05,val,False,
False,0.6896263097974882,False,-0.13833708531457645,False,-0.043357426935447974,False,-0.09271564984181346,True,0.009823055627290356,False,-0.04259605065865868,True,0.030747086048243277,0,raw,2017-08-06,val,False,
False,1.5485158785963704,False,-0.06175172963246933,True,0.005373178865324957,False,-0.016808795214088845,True,0.06940396278835825,True,0.0341335047066485,True,0.08215473329507339,0,raw,2017-08-07,val,False,
False,1.0002082468787878,False,-0.1667610358789896,False,-0.12292562485469072,False,-0.1261683150298416,False,-0.049134571273475536,False,-0.08222184513411346,False,-0.039388709437222946,0,raw,2017-08-08,val,False,
False,0.978441292086152,False,-0.17028973689138932,False,-0.11303967568794232,False,-0.1353800007301625,False,-0.07166156984391298,False,-0.09201751332316582,False,-0.0348046925576872,0,raw,2017-08-09,val,False,
